#,x,y
1,9.826856169,10.72696364
2,9.614675126,10.9798036
3,5.695524349,13.62596769
4,7.250205138,11.89113735
5,8.197534092,11.66760583
6,9.5418178,10.13596117
7,6.370987824,11.91041583
8,9.774526884,11.28154749
9,6.245188002,10.72861952
10,7.405066388,12.37671435
11,8.833394737,12.40647296
12,7.235850907,13.68845826
13,9.813234318,14.6080393
14,5.577257181,12.68158861
15,7.453496262,12.90291349
16,5.384671117,12.35902767
17,5.174535415,12.01643145
18,5.511332644,10.19944675
19,8.224327327,13.97919857
20,7.059282997,13.7201395
21,8.794211353,13.97160085
22,9.968952437,10.12428756
23,7.411229057,13.68791351
24,6.120704363,12.47023385
25,9.770201574,11.33134725
26,10.96383417,26.05539937
27,13.36912321,26.38560241
28,11.20996958,27.72402624
29,13.22572055,26.07778261
30,10.47891016,25.33047541
31,11.14266312,28.14953257
32,12.96034531,25.48118794
33,10.40245233,28.08417876
34,11.57064747,28.30128796
35,14.39193608,28.03445758
36,14.63423945,28.07082686
37,13.54057712,29.87824203
38,11.65546185,25.72364136
39,14.45094133,29.87740606
40,10.80163649,29.10044775
41,10.9996252,26.3542109
42,14.8036176,28.97381583
43,11.25876008,25.15883647
44,11.2014119,25.50588996
45,10.7075525,28.42522808
46,14.62755785,28.59379097
47,11.89184061,28.28234996
48,14.06241234,27.17087954
49,12.13454843,28.41014457
50,12.83437518,27.39758887
51,27.65256104,38.02250995
52,27.5853417,36.14451044
53,28.18517764,35.30649393
54,27.53920919,39.26251333
55,27.53935687,36.92623169
56,25.85674232,38.52044272
57,26.47733012,39.10836283
58,25.99468719,38.59110296
59,25.43810498,36.38757584
60,26.51145899,39.95874632
61,27.26533257,38.76515043
62,29.66136671,37.64316037
63,27.46105642,35.25490123
64,25.80573499,38.6261991
65,28.43329223,36.35598877
66,29.09008282,37.56078489
67,27.35104423,38.31479198
68,28.86011925,35.50168133
69,29.66671349,36.68763535
70,29.89858904,36.5610151
71,26.35881529,36.51900819
72,25.41731381,35.98375102
73,26.01260482,38.99130819
74,28.17238773,39.27252878
75,25.73857024,35.34834424
76,20.41171829,13.51856911
77,20.19558344,14.347348
78,23.13621646,14.94337524
79,22.55878428,10.90997438
80,22.86578535,14.71063514
81,23.78698238,12.94862115
82,21.98452708,11.57093286
83,20.05752939,12.06155333
84,22.81375537,10.49952809
85,21.27677093,11.08419228
86,22.316569,12.81429996
87,23.33537814,10.85213638
88,24.73874356,14.84940968
89,21.58061718,11.10383867
90,20.23382071,12.42242677
91,21.81296752,10.61061514
92,24.62738655,11.83488042
93,23.5248584,14.11230314
94,23.47458445,13.94619246
95,23.41120747,11.09436815
96,23.49002154,14.06859151
97,21.85486788,11.34437191
98,23.92196546,14.37773063
99,21.67750474,10.09848681
100,23.37668692,11.65034527
